movie_id,movie_name,year,genre,rating,description,votes,score
tt9243946,El Camino: A Breaking Bad Movie,2019,"Action, Crime, Drama",7.3,"Fugitive Jesse Pinkman runs from his captors, the law, and his past.",257986.0,7.281600916620435
tt0120660,Enemy of the State,1998,"Action, Thriller",7.3,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.,247984.0,7.28086768315406
tt1798684,Southpaw,2015,"Action, Crime, Drama",7.3,"After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career.",242527.0,7.280442449473076
tt0983193,The Adventures of Tintin,2011,"Animation, Action, Adventure",7.3,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,234158.0,7.279752279858823
tt0087538,The Karate Kid,1984,"Action, Drama, Family",7.3,A martial arts master agrees to teach karate to a bullied teenager.,229753.0,7.279369073730435
tt1392170,The Hunger Games,2012,"Action, Adventure, Sci-Fi",7.2,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,927499.0,7.195161556525105
tt0480249,I Am Legend,2007,"Action, Drama, Horror",7.2,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",768223.0,7.194162298242292
tt0234215,The Matrix Reloaded,2003,"Action, Sci-Fi",7.2,"Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.",601006.0,7.192546142270175
tt1232829,21 Jump Street,2012,"Action, Comedy, Crime",7.2,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,566332.0,7.192092177891719
tt0360717,King Kong,2005,"Action, Adventure, Drama",7.2,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",428808.0,7.189573644170371
tt0455944,The Equalizer,2014,"Action, Crime, Thriller",7.2,A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.,377799.0,7.18817699595362
tt6334354,The Suicide Squad,2021,"Action, Adventure, Comedy",7.2,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",359784.0,7.187589888450055
tt0116367,From Dusk Till Dawn,1996,"Action, Crime, Horror",7.2,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",319985.0,7.186060669775214
tt1638355,The Man from U.N.C.L.E.,2015,"Action, Adventure, Comedy",7.2,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",315020.0,7.185843043719226
tt0320661,Kingdom of Heaven,2005,"Action, Adventure, Drama",7.2,"Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.",293295.0,7.184805013913827
tt1302011,Kung Fu Panda 2,2011,"Animation, Action, Adventure",7.2,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",292055.0,7.184741154709552
tt0187393,The Patriot,2000,"Action, Drama, History",7.2,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,279444.0,7.184059846641589
tt1192628,Rango,2011,"Animation, Action, Adventure",7.2,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",271713.0,7.183611252312867
tt0113189,GoldenEye,1995,"Action, Adventure, Thriller",7.2,"Years after a friend and fellow 00 agent is killed on a joint mission, a Russian crime syndicate steals a secret space-based weapons program known as ""GoldenEye"" and James Bond has to stop them from using it.",260551.0,7.182917142562881
tt1032755,RocknRolla,2008,"Action, Crime, Thriller",7.2,"When a Russian mobster orchestrates a crooked land deal, millions of dollars are up for grabs, drawing in the entire London underworld into a feeding frenzy at a time when the old criminal regime is losing turf to a wealthy foreign mob.",255924.0,7.18261186644922
tt0110632,Natural Born Killers,1994,"Action, Crime, Drama",7.2,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,239008.0,7.181396446404527
tt0362270,The Life Aquatic with Steve Zissou,2004,"Action, Adventure, Comedy",7.2,"With a plan to exact revenge on a mythical shark that killed his partner, Oceanographer Steve Zissou (Bill Murray) rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",200609.0,7.177887915074707
tt1300854,Iron Man Three,2013,"Action, Adventure, Sci-Fi",7.1,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",858149.0,7.095119924726238
tt0770828,Man of Steel,2013,"Action, Adventure, Sci-Fi",7.1,An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.,777959.0,7.094618829579702
tt0449088,Pirates of the Caribbean: At World's End,2007,"Action, Adventure, Fantasy",7.1,"Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.",658765.0,7.093649594000237
tt0343818,"I, Robot",2004,"Action, Mystery, Sci-Fi",7.1,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.",547519.0,7.09236633006238
tt0120616,The Mummy,1999,"Action, Adventure, Fantasy",7.1,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",436705.0,7.090442487103604
tt0117060,Mission: Impossible,1996,"Action, Adventure, Thriller",7.1,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",432805.0,7.090356956737584
tt0942385,Tropic Thunder,2008,"Action, Comedy, War",7.1,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",422817.0,7.090130767069292
tt0337978,Live Free or Die Hard,2007,"Action, Thriller",7.1,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,409985.0,7.089824114449324
tt2820852,Furious 7,2015,"Action, Crime, Thriller",7.1,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,394578.0,7.089429774039599
tt6264654,Free Guy,2021,"Action, Adventure, Comedy",7.1,"A bank teller discovers that he's actually an NPC inside a brutal, open world video game.",377893.0,7.08896674207945
tt0099423,Die Hard 2,1990,"Action, Thriller",7.1,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.",367614.0,7.088660731536143
tt1706620,Snowpiercer,2013,"Action, Drama, Sci-Fi",7.1,"In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges.",366588.0,7.088629252739606
tt0822854,Shooter,2007,"Action, Drama, Thriller",7.1,"A marksman living in exile is coaxed back into action after hearing of a plot to kill the President. After being-double crossed for the attempt and on the run, he sets out for the real killer and the truth.",338464.0,7.087692715498814
tt0453467,Deja Vu,2006,"Action, Crime, Sci-Fi",7.1,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",314988.0,7.086784100764217
tt0103776,Batman Returns,1992,"Action, Crime, Fantasy",7.1,"While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta.",310010.0,7.086573917743055
tt0120611,Blade,1998,"Action, Horror, Sci-Fi",7.1,"A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.",279833.0,7.085141400132146
tt1343727,Dredd,2012,"Action, Crime, Sci-Fi",7.1,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",279280.0,7.085112291110928
tt0134847,Pitch Black,2000,"Action, Horror, Sci-Fi",7.1,A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse.,243294.0,7.082937022015243
tt2719848,Everest,2015,"Action, Adventure, Biography",7.1,"The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10;1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.",221462.0,7.081277391444204
tt0479143,Rocky Balboa,2006,"Action, Drama, Sport",7.1,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight against the reigning heavyweight champ Mason 'The Line' Dixon.",219775.0,7.081135609497987
tt11138512,The Northman,2022,"Action, Adventure, Drama",7.1,A young Viking prince is on a quest to avenge his father's murder.,217036.0,7.08090078300684
tt1077258,Planet Terror,2007,"Action, Comedy, Horror",7.1,"After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",214239.0,7.080654872926442
